,CharacterName,WikiLink,universe,woman,man,good,bad
1334,Scientist Supreme,Scientist Supreme,Marvel,0,0,0,0
1335,Scimitar,Scimitar (Marvel Comics),Marvel,0,0,0,0
1336,Scorcher,Scorcher (comics),Marvel,0,0,0,0
1337,Scorpia,Scorpia (comics),Marvel,1,0,0,1
1338,Scorpio,Scorpio (Marvel Comics),Marvel,0,0,0,0
1339,Scorpion,Scorpion (Marvel Comics),Marvel,0,1,0,1
1340,Scourge of the Underworld,Scourge of the Underworld,Marvel,0,0,0,0
1341,Scramble,Scramble (comics),Marvel,0,0,0,0
1342,Scrambler,Scrambler (comics),Marvel,0,0,0,0
1343,Nicholas Scratch,Nicholas Scratch,Marvel,0,0,0,0
1344,Scream,Scream (comics),Marvel,0,0,0,0
1345,Scribe,Scribe (comics),Marvel,0,0,0,0
1346,Scuzz,Scuzz (comics),Marvel,0,0,0,0
1347,Selene,Selene (comics),Marvel,0,0,0,0
1348,Erik Selvig,Erik Selvig,Marvel,0,0,0,0
1349,Señor Muerte / Señor Suerte,Señor Muerte / Señor Suerte,Marvel,0,0,0,0
1350,Sentinel,Sentinel (comics),Marvel,0,0,0,0
1351,Sentry,Sentry (comics),Marvel,0,1,0,0
1352,Sequoia,Sequoia (comics),Marvel,0,0,0,0
1353,Serafina,Serafina (Marvel),Marvel,0,0,0,0
1354,Serpentina,Serpentina (comics),Marvel,0,0,0,0
1355,Sersi,Sersi,Marvel,1,0,1,0
1356,Juston Seyfert,Juston Seyfert,Marvel,0,0,0,0
1357,Shadow King,Shadow King,Marvel,0,1,0,1
1358,Shalla-Bal,Shalla-Bal,Marvel,0,0,0,0
1359,Shaman,Shaman (comics),Marvel,0,0,0,0
1360,Shamrock,Shamrock (comics),Marvel,0,0,0,0
1361,Shang-Chi,Shang-Chi|Shang-Chi (Marvel Cinematic Universe),Marvel,0,1,1,0
1362,Shanna the She-Devil,Shanna the She-Devil,Marvel,1,0,1,0
1363,Karima Shapandar,Karima Shapandar,Marvel,0,0,1,0
1364,Shape,Shape (comics),Marvel,0,1,0,1
1365,Shaper of Worlds,Shaper of Worlds,Marvel,0,0,0,0
1366,Shard,Shard (comics),Marvel,0,0,0,0
1367,Miriam Sharpe,Miriam Sharpe,Marvel,0,0,0,0
1368,Shathra,Shathra,Marvel,0,0,0,0
1369,Shatter,Shatter (comics),Marvel,0,0,0,0
1370,Shatterstar,Shatterstar,Marvel,0,1,1,0
1371,Jacob Shaw,Jacob Shaw (comics),Marvel,0,0,0,0
1372,Sebastian Shaw,Sebastian Shaw (comics),Marvel,0,1,0,1
1373,Shinobi Shaw,Shinobi Shaw,Marvel,0,0,0,0
1374,She-Hulk,She-Hulk,Marvel,1,0,1,0
1375,She-Venom,Anne Weying,Marvel,1,0,1,0
1376,Shellshock,Shellshock (Marvel Comics),Marvel,0,0,0,0
1377,Shepard,Shepard (comics),Marvel,0,0,0,0
1378,Lotus Shinchuko,Lotus Shinchuko,Marvel,0,0,0,0
1379,Randall Shire,Randall Shire,Marvel,0,0,0,0
1380,Shiva,Shiva (Marvel Comics),Marvel,0,0,0,0
1381,Shocker,Shocker (comics),Marvel,0,1,0,1
1382,Shockwave,Shockwave (comics),Marvel,0,0,0,0
1383,Shooting Star,Shooting Star (comics),Marvel,0,0,0,0
1384,Shortpack,Shortpack,Marvel,0,0,0,0
1385,Shrew,Shrew (comics),Marvel,0,0,0,0
1386,Shriek,Shriek (comics),Marvel,1,0,1,0
1387,Shriker,Shriker,Marvel,0,0,0,0
1388,Shroud,Shroud (comics),Marvel,0,0,0,0
1389,Shuma-Gorath,Shuma-Gorath,Marvel,0,0,0,0
1390,Sidewinder,Sidewinder (comics),Marvel,0,0,0,0
1391,Siege,Siege (John Kelly),Marvel,0,0,0,0
1392,Sif,Sif (comics)|Sif (Marvel Cinematic Universe),Marvel,1,0,1,0
1393,Sigyn,Sigyn (Marvel Comics),Marvel,0,0,0,0
1394,Silencer,Silencer (comics),Marvel,0,0,0,0
1395,Silhouette,Silhouette (comics),Marvel,0,0,0,0
1396,Silk,Silk (comics),Marvel,1,0,1,0
1397,Samuel Silke,Samuel Silke,Marvel,0,0,0,0
1398,Silver Dagger,Silver Dagger (comics),Marvel,0,0,0,0
1399,Silver Fox,Silver Fox (comics),Marvel,0,0,0,0
1400,Silver Sable,Silver Sable,Marvel,1,0,1,0
1401,Silver Samurai,Silver Samurai,Marvel,0,1,0,1
1402,Silver Surfer,Silver Surfer,Marvel,0,1,1,0
1403,Silverclaw,Silverclaw,Marvel,1,0,1,0
1404,Silvermane,Silvermane,Marvel,0,1,0,1
1405,Jemma Simmons,Jemma Simmons,Marvel,0,0,0,0
1406,Sin,Sin (Marvel Comics),Marvel,0,0,0,0
1407,Sin-Eater,Sin-Eater (comics),Marvel,0,0,0,0
1408,Sirocco,Sirocco (comics),Marvel,0,0,0,0
1409,Siryn,Siryn,Marvel,1,0,0,1
1410,Jasper Sitwell,Jasper Sitwell,Marvel,0,0,0,0
1411,Skaar,Skaar (character),Marvel,0,1,1,0
1412,Skein,Skein (comics),Marvel,0,0,0,0
1413,Skids,Skids (comics),Marvel,0,0,0,0
1414,Skin,Skin (Marvel Comics),Marvel,0,1,1,0
1415,Skinner,Skinner (comics),Marvel,0,0,0,0
1416,Skornn,Skornn,Marvel,0,0,0,0
1417,Skrullian Skymaster,Skrullian Skymaster,Marvel,0,0,0,0
1418,Skull the Slayer,Skull the Slayer,Marvel,0,0,0,0
1419,Skullbuster,Skullbuster,Marvel,0,0,0,0
1420,Skullfire,Skullfire,Marvel,0,0,0,0
1421,Skybolt,Redneck (comics),Marvel,0,0,0,0
1422,Skyhawk,Skyhawk (comics),Marvel,0,0,0,0
1423,Slab,Slab (comics),Marvel,0,0,0,0
1424,Margaret Slade,Margaret Slade (Marvel Comics),Marvel,0,0,0,0
1425,Slapstick,Slapstick (comics),Marvel,0,0,0,0
1426,Slash,Slash (Marvel Comics),Marvel,0,0,0,0
1427,Trevor Slattery,Trevor Slattery,Marvel,0,0,0,0
1428,Slaymaster,Slaymaster,Marvel,0,0,0,0
1429,Sleeper,Sleeper (Marvel Comics),Marvel,0,0,0,0
1430,Sleepwalker,Sleepwalker (comics),Marvel,0,0,0,0
1431,Slipstream,Slipstream (comics),Marvel,0,1,1,0
1432,Slither,Slither (comics),Marvel,0,0,0,0
1433,Slingshot,Yo-Yo Rodriguez,Marvel,0,0,0,0
1434,Slug,Slug (comics),Marvel,0,0,0,0
1435,Slyde,Slyde,Marvel,0,0,0,1
1436,Marrina Smallwood,Marrina Smallwood,Marvel,0,0,0,0
1437,Smartship Friday,Smartship Friday,Marvel,0,0,0,0
1438,Smasher,Smasher (Marvel Comics),Marvel,0,1,1,0
1439,Smiling Tiger,Smiling Tiger,Marvel,0,0,0,0
1440,Smuggler,Smuggler (comics),Marvel,0,0,0,0
1441,Alistair Smythe,Alistair Smythe,Marvel,0,1,0,1
1442,Spencer Smythe,Spencer Smythe,Marvel,0,1,0,1
1443,Snake Marston,Snake Marston (comics),Marvel,0,0,0,0
1444,Snapdragon,Snapdragon (comics),Marvel,0,0,0,0
1445,Snowbird,Snowbird (comics),Marvel,1,0,1,0
1446,Tildie Soames,Tildie Soames,Marvel,0,0,0,0
1447,Martin Soap,Martin Soap,Marvel,0,0,0,0
1448,Solarman,Solarman,Marvel,0,0,0,0
1449,Solo,Solo (Marvel Comics),Marvel,0,0,0,0
1450,Solomon Kane,Solomon Kane (comics),Marvel,0,0,0,0
1451,Songbird,Songbird (comics),Marvel,1,0,1,0
1452,Southpaw,Southpaw (comics),Marvel,0,0,0,0
1453,SP//dr,Peni Parker,Marvel,0,0,1,0
1454,Speed,Speed (comics),Marvel,0,0,0,0
1455,Speed Demon,Speed Demon (comics),Marvel,0,0,0,0
1456,Speedball,Robbie Baldwin,Marvel,0,1,1,0
1457,Sphinx,Sphinx (Marvel Comics),Marvel,0,0,0,0
1458,Spider-Girl,Spider-Girl (Mayday Parker),Marvel,1,0,1,0
1459,Spider-Ham,Spider-Ham,Marvel,0,0,0,0
1460,Spider-Man,Spider-Man (Pavitr Prabhakar),Marvel,0,1,1,0
1461,Spider-Man 2099,Spider-Man 2099,Marvel,0,1,1,0
1462,Spider-Punk,Spider-Punk,Marvel,0,0,0,0
1463,Spider-Slayer,Spider-Slayer,Marvel,0,0,0,0
1464,Spider-UK,Spider-UK,Marvel,0,0,0,0
1465,Spider-Woman,Spider-Woman,Marvel,1,0,1,0
1466,Spidercide,Spidercide,Marvel,0,1,0,1
1467,Spike,Spike (Marvel Comics),Marvel,0,0,0,0
1468,Spiral,Spiral (comics),Marvel,0,0,0,0
1469,Spirit of '76,Spirit of '76 (Marvel Comics),Marvel,0,0,0,0
1470,Spitfire,Spitfire (comics),Marvel,0,0,0,0
1471,Spoilsport,Spoilsport (comics),Marvel,0,0,0,0
1472,Spoor,Spoor (comics),Marvel,0,0,0,0
1473,Spot,Spot (comics),Marvel,0,0,0,0
1474,Sprite,Sprite (Eternal),Marvel,0,1,0,1
1475,Sprocket,Sprocket (comics),Marvel,0,0,0,0
1476,Sputnik,Sputnik (comics),Marvel,0,0,0,0
1477,Spyder,Spyder (comics),Marvel,0,0,0,0
1478,Spyke,Spyke,Marvel,0,1,1,0
1479,Spymaster,Spymaster (comics),Marvel,0,0,0,0
1480,Spyne,Spyne,Marvel,0,0,0,0
1481,Squirrel Girl,Squirrel Girl,Marvel,1,0,1,0
1482,Squid,Squid (Marvel Comics),Marvel,0,0,0,0
1483,Squidboy,Squidboy,Marvel,0,0,0,0
1484,Gabriel and Sarah Stacy,Gabriel Stacy and Sarah Stacy,Marvel,0,0,0,0
1485,George Stacy,George Stacy,Marvel,0,0,0,0
1486,Gwen Stacy,Gwen Stacy|Spider-Woman (Gwen Stacy)|Gwen Stacy (The Amazing Spider-Man film series),Marvel,0,0,0,0
1487,Stacy X,Stacy X,Marvel,1,0,1,0
1488,Stained Glass Scarlet,Stained Glass Scarlet,Marvel,1,0,0,1
1489,Zeke Stane,Zeke Stane,Marvel,0,0,0,0
1490,Star Brand,Star Brand,Marvel,0,0,0,0
1491,Star-Lord,Star-Lord,Marvel,0,1,1,0
1492,Star Thief,Star Thief,Marvel,0,0,0,0
1493,Stardust,Stardust (Marvel Comics),Marvel,0,1,1,0
1494,Starfox,Starfox (comics),Marvel,0,0,0,0
1495,Starhawk,Starhawk (comics),Marvel,0,0,0,0
1496,Starlight,Starlight (Marvel Comics),Marvel,0,0,0,0
1497,Arno Stark,Arno Stark,Marvel,0,0,0,0
1498,Howard Stark,Howard Stark,Marvel,0,0,0,0
1499,Maria Stark,Maria Stark,Marvel,0,0,0,0
1500,Morgan Stark,Morgan Stark,Marvel,0,0,0,0
1501,Starr the Slayer,Starr the Slayer,Marvel,0,0,0,0
1502,Starshine,Starshine (comics),Marvel,0,0,0,0
1503,Emma Steed,Emma Steed,Marvel,0,0,0,0
1504,Steel Serpent,Steel Serpent,Marvel,0,0,0,0
1505,Steel Spider,Steel Spider,Marvel,0,0,0,0
1506,Steel Wind,Steel Wind,Marvel,1,0,0,1
1507,Steeplejack,Steeplejack (Marvel Comics),Marvel,0,0,0,0
1508,Stegron,Stegron,Marvel,0,1,0,1
1509,Chase Stein,Chase Stein,Marvel,0,0,0,0
1510,Victor and Janet Stein,Pride (comics)#The Stein family,Marvel,0,0,0,0
1511,Stellaris,Stellaris (comics),Marvel,0,0,0,0
1512,Stepford Cuckoos,Stepford Cuckoos,Marvel,1,0,1,0
1513,Stick,Stick (comics),Marvel,0,0,0,0
1514,Stiletto,Stiletto (comics),Marvel,0,0,0,0
1515,Farley Stillwell,Farley Stillwell,Marvel,0,1,0,1
1516,Stilt-Man,Stilt-Man,Marvel,0,1,0,1
1517,Stinger,Stinger (Marvel Comics),Marvel,0,0,0,0
1518,Stingray,Stingray (comics),Marvel,0,0,0,0
1519,Stonecutter,Stonecutter (comics),Marvel,0,1,0,1
1520,Stonewall,Stonewall (comics),Marvel,0,0,0,0
1521,Storm,Storm (Marvel Comics),Marvel,1,0,1,0
1522,Franklin Storm,Franklin Storm,Marvel,0,0,1,0
1523,Stranger,Stranger (comics),Marvel,0,0,0,0
1524,Gene Strausser,Damage Control (comics),Marvel,0,0,0,0
1525,Straw Man,Straw Man (comics),Marvel,0,0,0,0
1526,Stringfellow,Stringfellow (comics),Marvel,0,0,0,0
1527,Strobe,Strobe (comics),Marvel,0,0,0,0
1528,Mendel Stromm,Mendel Stromm,Marvel,0,1,0,1
1529,Strong Guy,Strong Guy,Marvel,0,0,0,0
1530,Strongman,Strongman (comics),Marvel,0,0,0,0
1531,Stryfe,Stryfe,Marvel,0,1,0,1
1532,William Stryker,William Stryker,Marvel,0,1,0,1
1533,Stuntmaster,Stunt-Master (comics),Marvel,0,0,0,0
1534,Styx and Stone,Styx and Stone,Marvel,0,0,0,0
1535,Subterranea,Subterranea (comics),Marvel,0,0,0,0
1536,Hope Summers,Hope Summers (comics),Marvel,1,0,1,0
1537,Ruby Summers,Ruby Summers,Marvel,0,0,0,0
1538,Lin Sun,Sons of the Tiger,Marvel,0,0,1,0
1539,Sun Girl,Sun Girl (Marvel Comics),Marvel,0,0,0,0
1540,Sunfire,Sunfire (comics),Marvel,0,1,1,0
1541,Sunpyre,Sunpyre,Marvel,0,0,1,0
1542,Sunspot,Sunspot (comics),Marvel,0,1,1,0
1543,Sunturion,Sunturion,Marvel,0,0,0,0
1544,Super-Adaptoid,Super-Adaptoid,Marvel,0,0,0,0
1545,Super-Patriot,Super-Patriot (Marvel Comics),Marvel,0,0,0,0
1546,Super Rabbit,Super Rabbit (comics),Marvel,0,1,1,0
1547,Super Sabre,Super Sabre (comics),Marvel,0,0,0,0
1548,Super-Skrull,Super-Skrull,Marvel,0,1,0,1
1549,Supergiant,Supergiant (comics),Marvel,0,0,0,0
1550,Superia,Superia,Marvel,1,0,0,1
1551,Supernova,Supernova (Marvel Comics),Marvel,0,0,0,0
1552,Supreme Intelligence,Supreme Intelligence,Marvel,0,0,0,0
1553,Surtur,Surtur (Marvel Comics),Marvel,0,0,0,0
1554,Swarm,Swarm (comics),Marvel,0,1,0,1
1555,Jenny Swensen,Jenny Swensen,Marvel,0,0,0,0
1556,Beverly Switzler,Beverly Switzler,Marvel,0,0,0,0
1557,Sword Master,Lin Lie,Marvel,0,0,1,0
1558,Swordsman,Swordsman (comics),Marvel,0,0,0,0
1559,Kevin Sydney,Kevin Sydney,Marvel,0,1,1,0
1560,Sydren,Sydren,Marvel,0,0,0,0
1561,Synapse,Synapse (comics),Marvel,0,1,0,1
1562,Synch,Synch (comics),Marvel,0,1,1,0
1563,T-Ray,T-Ray (comics),Marvel,0,0,0,0
1564,Tag,Tag (comics),Marvel,0,0,0,0
1565,Tai,Tai (comics),Marvel,0,0,0,0
1566,Hiro Takachiho,Hiro Takachiho,Marvel,0,1,1,0
1567,Glenn Talbot,Glenn Talbot,Marvel,0,0,0,0
1568,Talisman,Talisman (Alpha Flight),Marvel,1,0,1,0
1569,Talos the Untamed,Talos the Untamed,Marvel,0,0,0,0
1570,Tarantula,Tarantula (Marvel Comics),Marvel,0,0,0,0
1571,Tarzan,Tarzan in comics#Marvel Comics,Marvel,0,0,0,0
1572,Taserface,Taserface,Marvel,0,0,0,0
1573,Taskmaster,Taskmaster (comics),Marvel,0,1,0,1
1574,Taurus,Taurus (comics),Marvel,0,0,0,0
1575,Tazza,Tazza (comics),Marvel,0,0,0,0
1576,Teen Abomination,Teen Abomination,Marvel,0,0,0,0
1577,Tempest,Angel Salvadore,Marvel,1,0,1,0
1578,Claire Temple,Claire Temple|Claire Temple (Marvel Cinematic Universe),Marvel,0,0,0,0
1579,Tempo,Tempo (comics),Marvel,0,0,0,1
1580,Tenebrous,Tenebrous (Marvel Comics),Marvel,0,0,0,0
1581,Terraformer,Terraformer (comics),Marvel,0,0,0,0
1582,Terrax,Terrax,Marvel,0,0,0,0
1583,Terror,Terror Inc.,Marvel,0,0,0,0
1584,Texas Twister,Texas Twister,Marvel,0,0,0,0
1585,Thanos,Thanos|Thanos (Marvel Cinematic Universe),Marvel,0,1,0,1
1586,Thena,Thena,Marvel,0,0,0,0
1587,Therak,Death Web (comics),Marvel,0,0,0,0
1588,Thermite,Thermite (comics),Marvel,0,0,0,0
1589,Thin Man,Thin Man (comics),Marvel,0,1,1,0
1590,Thing,Thing (comics),Marvel,0,1,1,0
1591,Thog,Thog (comics),Marvel,0,0,0,0
1592,Thor,Thor (Marvel Comics)|Thor (Ultimate Marvel character)|Thor (Marvel Cinematic Universe),Marvel,0,1,1,0
1593,Thor Girl,Thor Girl,Marvel,1,0,1,0
1594,Professor Thorton,Professor Thorton,Marvel,0,0,0,0
1595,Threnody,Threnody (comics),Marvel,0,0,0,0
1596,Thunderball,Thunderball (comics),Marvel,0,0,0,1
1597,Thunderbird,Thunderbird (John Proudstar),Marvel,0,1,1,0
1598,Thunderbolt,Thunderbolt (Marvel Comics),Marvel,0,0,0,0
1599,Thunderclap,Thunderclap (comics),Marvel,0,0,0,0
1600,Thunderer,Thunderer (Marvel Comics),Marvel,0,1,1,0
1601,Thunderstrike,Thunderstrike (Eric Masterson),Marvel,0,1,1,0
1602,Thundersword,Thundersword,Marvel,0,0,0,0
1603,Thundra,Thundra,Marvel,1,0,1,0
1604,Tiger Shark,Tiger Shark (Marvel Comics),Marvel,0,1,0,1
1605,Tigra,Tigra,Marvel,1,0,1,0
1606,Timebroker,Timebroker,Marvel,0,0,0,0
1607,Timeslip,Timeslip (comics),Marvel,0,0,1,0
1608,Tinkerer,Tinkerer (Marvel Comics),Marvel,0,1,0,1
1609,Titania,Titania (Marvel Comics),Marvel,0,0,0,0
1610,Titanium Man,Titanium Man,Marvel,0,0,0,0
1611,Titannus,Titannus,Marvel,0,0,0,0
1612,Toad,Toad (comics),Marvel,0,1,0,0
1613,Tombstone,Tombstone (comics),Marvel,0,0,0,1
1614,Tonaja,Tonaja,Marvel,0,0,0,0
1615,Topaz,Topaz (Marvel Comics),Marvel,0,0,0,0
1616,Toro,Toro (comics),Marvel,0,1,1,0
1617,Torpedo,Torpedo (Marvel Comics),Marvel,0,0,0,0
1618,Tower of Flower,Klara Prast,Marvel,0,0,0,0
1619,Blake Tower,Blake Tower,Marvel,0,0,0,0
1620,Toxie Doxie,June Covington,Marvel,0,0,0,0
1621,Toxin,Toxin (comics),Marvel,0,1,1,0
1622,Tracer,Tracer (Marvel Comics),Marvel,0,0,0,0
1623,Trance,Trance (comics),Marvel,0,0,0,0
1624,Transonic,Transonic (comics),Marvel,0,0,0,0
1625,Trapster,Trapster,Marvel,0,0,0,0
1626,Trash,Trash (comics),Marvel,0,0,0,0
1627,Bolivar Trask,Bolivar Trask,Marvel,0,1,0,1
1628,Judas Traveller,Judas Traveller,Marvel,0,0,0,0
1629,Lorelei Travis,Lorelei Travis,Marvel,0,0,0,0
1630,Tremolo,Tremolo (comics),Marvel,0,0,0,0
1631,Tricephalous,Tricephalous (comics),Marvel,0,0,0,0
1632,Trick Shot/Trickshot,Trick Shot (comics),Marvel,0,0,0,0
1633,Triton,Triton (comics),Marvel,0,1,1,0
1634,Troll,Troll (Marvel Comics),Marvel,0,0,0,0
1635,Damian Tryp,Damian Tryp,Marvel,0,0,0,0
1636,Matsu'o Tsurayaba,Matsu'o Tsurayaba,Marvel,0,0,0,0
1637,Turbo,Turbo (comics),Marvel,0,0,0,0
1638,Turner D. Century,Turner D. Century,Marvel,0,1,0,1
1639,Tusk,Tusk (comics),Marvel,0,0,0,0
1640,Two-Gun Kid,Two-Gun Kid,Marvel,0,1,1,0
1641,Tyger Tiger,Jessan Hoan,Marvel,0,0,0,0
1642,Typeface,Typeface (comics),Marvel,0,0,0,0
1643,Typhon,Typhon (comics),Marvel,0,1,0,1
1644,Tyr,Tyr (Marvel Comics),Marvel,0,0,0,0
1645,Tyrak,Tyrak,Marvel,0,0,0,0
1646,Tyrant,Tyrant (Marvel Comics),Marvel,0,0,0,0
1647,Uatu,Uatu,Marvel,0,0,0,0
1648,Ulik,Ulik,Marvel,0,0,0,0
1649,Ultimo,Ultimo (Marvel Comics),Marvel,0,0,0,0
1650,Ultron,Ultron,Marvel,0,1,0,1
1651,U-Man,U-Man,Marvel,0,0,0,0
1652,Umar,Umar (Marvel Comics),Marvel,0,0,0,0
1653,Underworld,Underworld (comics),Marvel,0,0,0,0
1654,Unicorn,Unicorn (Marvel Comics),Marvel,0,0,0,0
1655,Uni-Mind,Uni-Mind,Marvel,0,0,0,0
1656,Union Jack,Union Jack (comics),Marvel,0,0,0,0
1657,Unus the Untouchable,Unus the Untouchable,Marvel,0,0,0,0
1658,Ben Urich,Ben Urich,Marvel,0,0,0,0
1659,Phil Urich,Phil Urich,Marvel,0,0,0,0
1660,Ursa Major,Ursa Major (comics),Marvel,0,0,0,0
1661,U.S. Agent,U.S. Agent (comics),Marvel,0,0,0,0
1662,Valkyrie,Valkyrie (Marvel Comics),Marvel,1,0,1,0
1663,Michael Van Patrick,Michael Van Patrick,Marvel,0,0,0,0
1664,Vanisher,Vanisher,Marvel,0,1,0,1
1665,Vapor,U-Foes#Vapor,Marvel,0,0,0,0
1666,Vector,U-Foes#Vector,Marvel,0,0,0,0
1667,Vengeance,Vengeance (comics),Marvel,0,0,0,0
1668,Venom,Venom (Marvel Comics character),Marvel,0,1,0,1
1669,Venomm,Venomm,Marvel,0,0,0,0
1670,Venus,Venus (Marvel Comics),Marvel,0,0,0,0
1671,Vermin,Vermin (comics),Marvel,0,0,0,1
1672,Kristoff Vernard,Kristoff Vernard,Marvel,0,1,0,1
1673,Vertigo,Vertigo (Marvel Comics),Marvel,0,0,0,0
1674,Vessel,Vessel (comics),Marvel,0,0,0,0
1675,Vibraxas,Vibraxas,Marvel,0,0,0,0
1676,Victorius,Scientist Supreme#Victorius,Marvel,0,0,0,0
1677,Vidar,Vidar (Marvel Comics),Marvel,0,0,0,0
1678,Viper,Viper (Marvel Comics),Marvel,0,1,0,1
1679,Virgo,Virgo (comics),Marvel,0,0,0,0
1680,Vishanti,Vishanti,Marvel,0,0,0,0
1681,Vision,Vision (Timely Comics),Marvel,0,1,1,0
1682,Amelia Voght,Amelia Voght,Marvel,0,0,0,0
1683,Voice,Voice (comics),Marvel,0,0,0,0
1684,Philip Nolan Voigt,DP 7,Marvel,0,0,0,0
1685,Volcana,Volcana (Marvel Comics),Marvel,1,0,0,1
1686,Volla,Volla (comics),Marvel,0,0,0,0
1687,Volstagg,Volstagg,Marvel,0,0,0,0
1688,Baron Von Blitzschlag,Baron Von Blitzschlag,Marvel,0,1,0,1
1689,Friedrich Von Roehm,Friedrich Von Roehm,Marvel,0,1,0,1
1690,Andrea and Andreas von Strucker,Fenris (comics),Marvel,0,0,0,0
1691,Werner von Strucker,Werner von Strucker,Marvel,0,0,0,0
1692,Voyager,Voyager (comics),Marvel,0,0,0,0
1693,Vulcan,Vulcan (Marvel Comics),Marvel,0,1,0,1
1694,Wallflower,Wallflower (comics),Marvel,0,0,0,0
1695,Walrus,Walrus (comics),Marvel,0,1,0,1
1696,War,War (Marvel Comics),Marvel,0,0,0,0
1697,Grant Ward,Grant Ward (Marvel Cinematic Universe)#Comics,Marvel,0,0,0,0
1698,War Machine,War Machine,Marvel,0,1,1,0
1699,Warbird,Carol Danvers,Marvel,1,0,1,0
1700,Warlock,Warlock (New Mutants),Marvel,0,1,1,0
1701,Adam Warlock,Adam Warlock,Marvel,0,1,1,0
1702,Warpath,Warpath (comics),Marvel,0,1,0,1
1703,Miles Warren,Jackal (Marvel Comics),Marvel,0,0,0,0
1704,Warrior Woman,Warrior Woman (Marvel Comics),Marvel,0,0,0,0
1705,Warcat,Warwolf (Marvel Comics),Marvel,0,0,0,0
1706,Washout,Washout (comics),Marvel,0,0,0,0
1707,Wasp,Wasp (comics),Marvel,1,0,1,0
1708,Anna Watson,Anna Watson (comics),Marvel,0,0,0,0
1709,Mary Jane Watson,Mary Jane Watson|Mary Jane Watson (Sam Raimi film series),Marvel,0,0,0,0
1710,Weapon H,Weapon H,Marvel,0,0,0,0
1711,Wendigo,Wendigo (comics),Marvel,0,0,0,0
1712,Werewolf by Night,Werewolf by Night,Marvel,0,0,0,0
1713,Nicodemus West,Nicodemus West,Marvel,0,1,0,1
1714,Western Kid,Western Kid,Marvel,0,0,0,0
1715,Evangeline Whedon,Evangeline Whedon,Marvel,0,0,0,0
1716,Whiplash,Whiplash (comics),Marvel,0,0,0,0
1717,Whirlwind,Whirlwind (comics),Marvel,0,0,0,0
1718,Abraham Whistler,Abraham Whistler,Marvel,0,0,0,0
1719,White Dragon,White Dragon (comics),Marvel,0,0,0,0
1720,White Rabbit,White Rabbit (comics),Marvel,0,0,0,0
1721,White Tiger,White Tiger (comics),Marvel,0,0,0,0
1722,Whiteout,Whiteout (Marvel Comics),Marvel,0,0,0,0
1723,Debra Whitman,Debra Whitman,Marvel,0,0,0,0
1724,Whizzer,Whizzer (comics),Marvel,0,0,0,0
1725,Wiccan,Wiccan (comics),Marvel,0,0,0,0
1726,Wild Child,Wild Child (comics),Marvel,0,0,0,0
1727,Alex Wilder,Alex Wilder,Marvel,0,0,0,1
1728,Geoffrey and Catherine Wilder,Pride (comics)#The Wilder family,Marvel,0,0,0,0
1729,Wildside,Mutant Liberation Front,Marvel,0,0,0,0
1730,Wildstreak,Wildstreak,Marvel,0,0,0,0
1731,Will o' the Wisp,Will o' the Wisp (comics),Marvel,0,0,0,0
1732,Riri Williams,Riri Williams,Marvel,0,0,0,0
1733,Jim Wilson,Jim Wilson (comics),Marvel,0,0,0,0
1734,Wind Dancer,Wind Dancer,Marvel,1,0,1,0
1735,Wing,Wing (Marvel Comics),Marvel,0,0,0,0
1736,Colleen Wing,Colleen Wing,Marvel,1,0,1,0
1737,Wyatt Wingfoot,Wyatt Wingfoot,Marvel,0,1,1,0
1738,Winter Soldier,Bucky Barnes,Marvel,0,1,1,0
1739,Wipeout,Wipeout (comics),Marvel,0,0,0,0
1740,Pete Wisdom,Pete Wisdom,Marvel,0,0,0,0
1741,Romany Wisdom,Romany Wisdom,Marvel,0,0,0,0
1742,Wither,Wither (comics),Marvel,0,1,0,1
1743,Witness,Witness (comics),Marvel,0,0,0,0
1744,Wizard,Wizard (Marvel Comics),Marvel,0,0,0,0
1745,Wolfsbane,Wolfsbane (comics),Marvel,1,0,1,0
1746,Wolverine,Wolverine (character)|Wolverine (Ultimate Marvel character)|Logan (film series character),Marvel,0,1,1,0
1747,Wonder Man,Wonder Man,Marvel,0,1,1,0
1748,Wong,Wong (comics),Marvel,0,0,0,0
1749,Wong-Chu,Wong-Chu,Marvel,0,0,0,0
1750,Jimmy Woo,Jimmy Woo,Marvel,0,0,1,0
1751,Wraith,Wraith (Brian DeWolff),Marvel,0,1,0,1
1752,Wrecker,Wrecker (comics),Marvel,0,0,0,0
1753,Wundarr the Aquarian,Wundarr the Aquarian,Marvel,0,0,0,0
1754,Wysper,Wysper,Marvel,0,0,0,0
1755,Professor X,Professor X,Marvel,0,1,1,0
1756,Xavin,Xavin,Marvel,0,0,0,0
1757,X-Man,Nate Grey,Marvel,0,1,1,0
1758,Xorn,Xorn,Marvel,0,1,0,1
1759,X-Ray,U-Foes#X-Ray,Marvel,0,0,0,0
1760,Mariko Yashida,Mariko Yashida,Marvel,0,0,0,0
1761,Shingen Yashida,Shingen Yashida,Marvel,0,0,0,0
1762,Yellow Claw,Yellow Claw (comics),Marvel,0,1,0,1
1763,Yellowjacket,Yellowjacket (Marvel Comics),Marvel,0,1,0,1
1764,Ymir,Ymir (Marvel Comics),Marvel,0,1,1,0
1765,Yondpoo,Yondu,Marvel,0,1,1,0
1766,Yon-Rogg,Yon-Rogg,Marvel,0,0,0,0
